Business Understanding,20-Year Success,Economic Necessity,Competitive Moat,Management Trust,Margin of Safety,PE Ratio,Price-to-Book,Gross Margin,Return on Equity,Debt Coverage,FCF Growth,10X Growth Potential,Global Potential,Sales Growth,Industry Leadership,Relative Performance,Business Model Clarity,Competitive Analysis,Risk Assessment,Relative Growth,Earnings Quality,Executive Compensation,Capital Allocation,Retained Earnings,Switching Costs,Brand Strength,Customer Dependency,Scenario Planning,Market Cap,overall_score,symbol,company_name,sector,market_cap,analysis_date
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,AOS,AOS Corporation,Technology,20000000000.0,2025-08-12T15:02:16.351603
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,ABNB,ABNB Corporation,Technology,20000000000.0,2025-08-12T15:02:16.353503
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,MO,MO Corporation,Technology,20000000000.0,2025-08-12T15:02:16.355373
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,AME,AME Corporation,Technology,20000000000.0,2025-08-12T15:02:16.357215
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,ACGL,ACGL Corporation,Technology,20000000000.0,2025-08-12T15:02:16.358999
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,ABT,ABT Corporation,Technology,35000000000.0,2025-08-12T15:02:16.351809
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AKAM,AKAM Corporation,Technology,35000000000.0,2025-08-12T15:02:16.353686
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AMZN,AMZN Corporation,Technology,35000000000.0,2025-08-12T15:02:16.355556
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AMGN,AMGN Corporation,Technology,35000000000.0,2025-08-12T15:02:16.357390
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,ADM,ADM Corporation,Technology,35000000000.0,2025-08-12T15:02:16.359172
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,AMD,AMD Corporation,Technology,95000000000.0,2025-08-12T15:02:16.352571
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,ALLE,ALLE Corporation,Technology,95000000000.0,2025-08-12T15:02:16.354429
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,AXP,AXP Corporation,Technology,95000000000.0,2025-08-12T15:02:16.356306
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,APA,APA Corporation,Technology,95000000000.0,2025-08-12T15:02:16.358115
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,T,T Corporation,Technology,95000000000.0,2025-08-12T15:02:16.359859
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,MMM,MMM Corporation,Technology,5000000000.0,2025-08-12T15:02:16.351314
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,APD,APD Corporation,Technology,5000000000.0,2025-08-12T15:02:16.353318
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,GOOG,GOOG Corporation,Technology,5000000000.0,2025-08-12T15:02:16.355184
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,AMP,AMP Corporation,Technology,5000000000.0,2025-08-12T15:02:16.357039
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,APTV,APTV Corporation,Technology,5000000000.0,2025-08-12T15:02:16.358821
1.0,0.6,0.3,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.3,0.6,1.0,0.5,1.0,1.0,0.3,0.3,0.4,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.6366666666666667,ACN,ACN Corporation,Technology,65000000000.0,2025-08-12T15:02:16.352189
1.0,0.6,0.3,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.3,0.6,1.0,0.5,1.0,1.0,0.3,0.3,0.4,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.6366666666666667,ARE,ARE Corporation,Technology,65000000000.0,2025-08-12T15:02:16.354056
