Business Understanding,20-Year Success,Economic Necessity,Competitive Moat,Management Trust,Margin of Safety,PE Ratio,Price-to-Book,Gross Margin,Return on Equity,Debt Coverage,FCF Growth,10X Growth Potential,Global Potential,Sales Growth,Industry Leadership,Relative Performance,Business Model Clarity,Competitive Analysis,Risk Assessment,Relative Growth,Earnings Quality,Executive Compensation,Capital Allocation,Retained Earnings,Switching Costs,Brand Strength,Customer Dependency,Scenario Planning,Market Cap,overall_score,symbol,company_name,sector,market_cap,analysis_date
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,AOS,AOS Corporation,Technology,20000000000.0,2025-08-12T15:26:12.839673
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,ABNB,ABNB Corporation,Technology,20000000000.0,2025-08-12T15:26:12.841697
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,MO,MO Corporation,Technology,20000000000.0,2025-08-12T15:26:12.843794
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,AME,AME Corporation,Technology,20000000000.0,2025-08-12T15:26:12.848089
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,ACGL,ACGL Corporation,Technology,20000000000.0,2025-08-12T15:26:12.850095
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,ABT,ABT Corporation,Technology,35000000000.0,2025-08-12T15:26:12.839885
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AKAM,AKAM Corporation,Technology,35000000000.0,2025-08-12T15:26:12.841888
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AMZN,AMZN Corporation,Technology,35000000000.0,2025-08-12T15:26:12.844508
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AMGN,AMGN Corporation,Technology,35000000000.0,2025-08-12T15:26:12.848292
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,ADM,ADM Corporation,Technology,35000000000.0,2025-08-12T15:26:12.850301
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,AMD,AMD Corporation,Technology,95000000000.0,2025-08-12T15:26:12.840670
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,ALLE,ALLE Corporation,Technology,95000000000.0,2025-08-12T15:26:12.842633
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,AXP,AXP Corporation,Technology,95000000000.0,2025-08-12T15:26:12.846572
