Business Understanding,20-Year Success,Economic Necessity,Competitive Moat,Management Trust,Margin of Safety,PE Ratio,Price-to-Book,Gross Margin,Return on Equity,Debt Coverage,FCF Growth,10X Growth Potential,Global Potential,Sales Growth,Industry Leadership,Relative Performance,Business Model Clarity,Competitive Analysis,Risk Assessment,Relative Growth,Earnings Quality,Executive Compensation,Capital Allocation,Retained Earnings,Switching Costs,Brand Strength,Customer Dependency,Scenario Planning,Market Cap,overall_score,symbol,company_name,sector,market_cap,analysis_date
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,AOS,AOS Corporation,Technology,20000000000.0,2025-08-12T15:24:43.262632
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,ABNB,ABNB Corporation,Technology,20000000000.0,2025-08-12T15:24:43.264733
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,MO,MO Corporation,Technology,20000000000.0,2025-08-12T15:24:43.266735
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,AME,AME Corporation,Technology,20000000000.0,2025-08-12T15:24:43.268809
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.7,0.3,0.4,0.6,0.5,0.6,1.0,0.5,1.0,1.0,0.0,0.5,0.6983333333333335,ACGL,ACGL Corporation,Technology,20000000000.0,2025-08-12T15:24:43.270950
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,ABT,ABT Corporation,Technology,35000000000.0,2025-08-12T15:24:43.262880
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AKAM,AKAM Corporation,Technology,35000000000.0,2025-08-12T15:24:43.264932
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AMZN,AMZN Corporation,Technology,35000000000.0,2025-08-12T15:24:43.266997
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,AMGN,AMGN Corporation,Technology,35000000000.0,2025-08-12T15:24:43.269009
1.0,1.0,0.3,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3,1.0,0.5,0.5,0.3,1.0,0.3,0.3,0.4,1.0,0.5,1.0,1.0,0.5,0.5,0.6,0.0,0.5,0.6916666666666667,ADM,ADM Corporation,Technology,35000000000.0,2025-08-12T15:24:43.271265
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,AMD,AMD Corporation,Technology,95000000000.0,2025-08-12T15:24:43.263710
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,ALLE,ALLE Corporation,Technology,95000000000.0,2025-08-12T15:24:43.265731
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,AXP,AXP Corporation,Technology,95000000000.0,2025-08-12T15:24:43.267807
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,APA,APA Corporation,Technology,95000000000.0,2025-08-12T15:24:43.269929
1.0,0.3,0.3,0.25,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.5,0.7,1.0,0.3,0.3,1.0,0.7,0.5,1.0,1.0,0.5,0.5,0.3,0.3,0.5,0.655,T,T Corporation,Technology,95000000000.0,2025-08-12T15:24:43.272116
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,MMM,MMM Corporation,Technology,5000000000.0,2025-08-12T15:24:43.261655
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,APD,APD Corporation,Technology,5000000000.0,2025-08-12T15:24:43.264530
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,GOOG,GOOG Corporation,Technology,5000000000.0,2025-08-12T15:24:43.266534
1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3,1.0,0.0,0.5,0.3,1.0,0.7,0.0,0.4,0.6,0.5,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.6549999999999999,AMP,AMP Corporation,Technology,5000000000.0,2025-08-12T15:24:43.268609
